pt_tau_1_regress,pt_tau_2_regress
207.5288,140.70251
139.572,43.851288
73.98727,64.62791
61.050236,62.27308
105.14782,53.557415
67.477,54.350754
60.416454,57.31812
54.843998,53.498333
69.71161,56.29485
134.0945,128.36375
70.61457,64.37897
120.800964,85.28576
108.86621,87.63514
76.30014,74.71722
125.361694,49.91063
61.67762,46.646606
70.00808,60.63479
152.48863,142.8892
66.101234,55.975502
182.5846,141.3788
66.313934,69.68853
62.66101,55.823265
72.08831,69.11725
52.756714,52.145893
92.07529,70.70864
75.140144,53.57645
67.525276,56.12227
55.941578,55.40404
49.72209,52.051247
270.5,111.32552
61.389076,53.497334
70.10975,61.762077
52.207127,47.29595
73.71562,68.380974
66.550125,63.62876
57.91703,55.50749
72.51412,55.89952
78.388725,50.99495
64.54262,59.00256
66.21618,49.860664
58.376747,58.680958
58.942116,60.432117
54.315002,54.96886
58.926533,54.708176
66.34523,51.72368
53.176495,49.24795
79.29814,70.32616
70.65858,64.39873
74.73661,49.56223
109.60948,51.25184
96.50979,86.678314
108.15302,63.223637
67.70988,57.413944
87.0445,81.67827
69.67682,56.202362
69.289444,62.063274
96.787346,53.46029
77.66132,62.8481
55.417225,54.936554
61.54695,58.920223
65.232216,61.48818
61.385666,72.866234
76.43255,70.61552
63.48106,62.133812
69.6582,57.65682
65.60545,62.955536
65.28881,60.17316
93.26746,81.1915
66.41655,53.002613
65.43568,51.048447
148.00493,48.995533
66.95923,49.381298
74.929436,62.37161
52.09522,50.3658
70.269005,49.867226
65.35983,64.61452
73.24238,72.73701
58.500893,58.890114
180.54561,133.80263
219.0465,60.759174
76.92912,53.649357
79.74061,69.638916
66.90066,53.74953
67.999344,48.545918
78.59658,52.002487
87.4231,71.18563
57.602592,59.289146
68.26903,49.45415
90.77243,79.17614
62.287434,68.15813
78.92187,50.610115
53.707638,50.91695
113.26236,96.555984
67.585236,50.074524
63.447136,67.295975
57.47872,57.671852
170.08403,84.1745
78.2826,64.379776
124.59082,57.576824
62.667015,46.378914
62.25438,58.269882
68.21241,58.92443
68.44838,57.56444
58.07813,63.518433
69.9846,62.848946
63.74572,65.50353
60.516666,62.320057
67.79726,61.881317
90.69771,84.510826
75.791534,66.88097
73.74119,53.359493
86.97324,64.00017
78.355675,54.85109
170.14783,68.28285
172.28383,87.908745
62.059303,54.393764
64.75388,50.934105
85.55161,50.890972
108.68712,79.86306
69.77124,56.775665
52.21202,55.64867
97.1244,52.71304
68.36256,51.88132
75.38879,62.209293
106.41801,62.783142
66.432724,53.81286
84.605125,59.092255
74.374084,67.1878
74.40494,57.66852
57.12961,45.908108
74.32478,65.30926
106.488625,63.50389
69.43,60.082554
61.23644,48.941166
60.959805,54.530025
146.67726,71.64418
59.346172,53.98441
78.47285,52.88942
125.01969,74.87536
52.68592,56.69896
52.22292,54.617626
48.277725,52.314564
118.43195,69.15229
67.646645,52.050194
70.42513,48.104492
55.824158,60.837215
64.998085,60.0984
57.0534,52.16368
96.57977,63.421387
140.64029,56.548157
64.31052,57.3368
99.790276,97.0777
101.76193,71.79858
96.24076,72.85469
59.28499,64.718216
62.93287,56.86214
75.66229,65.66269
85.41618,57.465508
150.4829,91.910866
137.51355,61.30723
152.54121,60.208622
73.265465,58.20953
63.75623,50.821095
77.42062,64.13847
92.98817,63.09477
70.06317,70.96739
55.30054,57.899498
59.214153,52.703865
61.544895,51.847137
93.105675,79.08056
106.27153,67.20177
73.16888,66.61035
57.33379,54.733543
73.23955,77.55044
63.759094,69.75051
65.48235,58.037853
146.69998,139.46394
80.38381,59.219906
54.828186,64.76745
146.87534,65.393074
68.97787,54.239616
50.98695,53.768936
81.01786,80.86247
58.933582,56.311234
93.416275,52.468246
260.87137,146.45015
110.8578,44.734337
161.06764,56.978596
72.95413,59.63353
79.37234,64.226166
105.75649,65.244774
56.819324,55.25031
54.310688,54.370926
58.919,50.77803
75.40173,59.345936
78.97552,59.245144
62.629204,55.84478
82.2765,50.251213
56.864666,57.21505
309.78967,54.26076
59.034504,47.39806
90.14689,48.96614
76.16262,53.9306
70.14614,61.44272
55.64283,58.040207
58.92026,63.19625
70.789314,64.31973
71.032425,50.475376
56.6458,57.06219
110.56593,77.13653
123.821,66.38735
58.742653,48.509842
67.26861,57.24877
52.991817,52.82944
67.82854,62.00748
138.95189,56.888016
64.51468,52.96156
60.911003,54.63592
59.216743,64.368805
89.25395,68.44371
50.24272,50.409824
104.79526,62.476227
79.6719,58.733593
91.935486,60.917538
64.62675,45.51516
65.767494,58.687214
99.77184,56.74792
64.03366,58.163624
74.633316,55.490704
76.930046,55.73371
61.59706,62.8665
63.521626,54.154816
193.42781,160.24643
81.527336,60.257915
103.17404,53.450066
78.93472,81.45093
84.78673,64.125916
131.48251,58.52823
69.27371,51.51475
135.67441,51.671738
134.83003,101.86755
63.657482,56.06584
65.28001,54.13028
166.28677,86.525185
63.15213,59.14615
79.172295,59.627842
46.274826,46.840065
66.1286,56.20329
104.36466,92.360214
175.0452,119.31738
58.202137,42.718918
54.39203,50.235737
74.45557,69.11909
56.121624,54.174442
128.24657,73.09956
142.71518,62.843796
52.82552,53.416756
134.06667,63.829937
94.0598,88.080055
65.0572,61.366856
70.47009,54.81373
64.59465,49.007385
120.56963,74.8257
58.23066,60.193512
116.05051,62.99883
69.99457,68.26978
109.76037,87.833626
80.32213,49.964012
92.231674,58.6869
176.77505,137.17307
104.01038,85.35998
59.094814,59.046856
57.22155,56.515434
60.40925,63.658913
87.38945,59.07632
70.77138,77.8905
72.35583,49.501614
93.011894,51.85171
55.281326,51.574734
97.712425,49.234543
152.57718,110.32352
79.96896,56.358494
69.43824,48.779034
70.758675,49.14725
90.815475,84.72768
151.45132,97.9209
122.0102,94.706055
51.8743,56.694237
63.015385,53.499924
52.195126,47.998177
55.10724,50.230328
81.2675,57.75449
77.42584,64.16208
84.25906,53.723396
55.403786,55.523438
101.7417,55.14214
165.70697,67.84317
79.01661,53.901875
59.95635,57.8775
318.45892,177.13518
76.46916,53.31671
72.43064,50.42855
62.11117,51.18196
111.23133,64.47909
58.63987,53.683964
202.36786,66.76398
201.62856,83.47684
80.19304,55.602985
142.1083,98.55721
54.027668,57.117702
53.68199,47.628925
86.85781,62.04013
68.5585,61.943924
166.34714,71.505684
56.48992,42.149864
76.6715,51.148136
77.08019,60.256706
56.899784,65.81005
60.313076,57.395535
182.50388,125.89652
142.89192,72.33985
209.10638,194.70035
55.1177,52.63007
50.363228,50.32498
188.73436,96.8937
58.75928,48.960896
103.36006,50.055386
62.011547,64.57653
88.819595,57.497253
62.207527,65.49764
80.86529,62.500675
83.653595,52.928654
84.17479,62.32987
64.05366,69.39943
190.3177,88.46014
67.84983,69.79438
65.45871,56.955914
211.8836,108.764534
102.48935,43.22873
99.51788,77.50298
80.195015,72.97942
53.97954,52.71825
60.775826,59.910057
96.22235,70.95704
197.58035,64.80187
79.572136,59.284035
55.489655,50.327843
81.36416,80.0901
61.253544,59.906742
85.072266,71.289825
53.459263,55.46884
62.118275,61.16577
91.71515,48.80649
84.22162,51.533863
75.960266,55.711277
86.45807,57.89931
67.90582,69.81361
57.326836,60.259644
53.075726,52.40036
71.66528,61.155895
176.33069,102.85052
55.339775,48.02808
65.13702,62.336845
55.704483,49.125404
67.53403,68.81325
67.85391,67.24931
129.4076,52.586906
188.30472,165.9115
69.99351,64.2399
67.88169,51.29131
63.70007,60.16868
59.079136,80.54753
56.292713,53.97997
123.47497,44.43209
53.62218,56.069912
97.61758,73.42288
78.16257,52.628017
69.82666,59.359333
248.0411,138.09972
55.37493,51.20494
84.79701,53.01983
62.219162,47.80395
63.300835,65.27487
64.714066,61.85017
50.98131,55.19529
49.04175,53.53354
54.536983,53.08114
57.83389,57.297626
63.878754,56.07991
81.53366,69.21618
185.1897,174.85431
213.65733,143.29247
86.91425,79.07861
143.66763,48.309704
120.82768,79.23115
132.47588,76.29613
114.71756,67.781525
159.26701,85.0274
58.58301,49.758385
46.604893,57.337738
54.821663,57.12016
101.79066,110.12948
147.58768,57.33025
54.422882,59.700314
96.86192,71.21558
105.0123,59.553905
82.50067,78.00665
72.05755,59.711674
54.476723,56.64119
103.02475,62.774254
106.79796,61.430023
106.41341,94.019806
112.869415,61.757854
60.071857,47.120083
70.83588,69.49433
114.81731,100.34804
68.886475,70.76706
65.98004,57.07793
66.353165,69.53861
59.133953,50.983284
53.260765,54.28358
73.29053,53.87407
208.62602,197.81
79.98953,62.05308
81.33002,56.86145
52.147114,52.94587
124.250084,85.599236
54.7731,52.21652
110.44934,66.72164
142.00616,70.112885
47.59476,49.629963
121.33193,51.296257
73.35265,67.91003
76.757675,64.66458
60.678776,57.012177
53.230343,52.166748
161.03593,87.831116
82.581726,53.13164
114.47075,66.33468
81.20202,54.452095
60.4623,61.341568
57.907406,58.513054
159.55223,87.58321
154.07318,92.38972
63.560802,65.742134
175.77707,105.74934
88.004524,53.981125
62.50759,54.01941
87.051636,66.02034
73.092636,70.769966
65.10726,64.51311
61.32337,53.425278
204.48523,97.82663
345.7486,105.25474
72.75784,58.61889
72.57736,68.54756
376.48706,87.8479
103.0481,64.9171
59.757397,62.558857
54.55781,56.16016
65.02436,67.343575
59.705906,58.619682
129.57668,54.27818
67.500465,65.48298
56.02666,56.401222
68.68814,55.326977
77.75869,53.485397
82.56582,50.608547
87.71972,101.28413
99.00272,51.142387
75.62614,64.91182
73.41782,52.59619
71.33113,49.2037
108.41516,103.11828
63.973923,58.940132
58.8149,60.588165
67.35903,49.248028
83.03146,57.61361
62.430122,60.004326
59.52123,52.630943
130.62239,76.03526
83.78513,55.14753
61.021973,60.25741
209.97345,105.211754
65.889725,58.933964
110.26141,58.664722
110.97867,68.46466
100.9262,70.05238
155.02917,80.3964
94.157326,48.320213
49.859207,52.5898
75.49344,54.862206
58.778282,60.231228
184.35527,77.852974
78.9294,76.62045
107.77641,64.69839
71.64962,65.36874
85.555374,50.082523
88.040375,49.842865
86.90171,42.180267
67.33774,62.856033
105.442955,45.415546
72.823425,62.46824
54.051666,49.282017
112.691086,53.25811
109.12656,63.505444
66.06906,60.78016
147.17102,126.07662
93.345024,71.28131
86.504585,63.385944
49.66974,52.93786
133.85576,70.96629
74.473206,51.447506
110.98135,60.52957
74.225075,62.668934
159.2087,103.72713
60.03879,60.00031
91.46591,62.144157
81.72107,65.99516
65.6833,59.154957
84.17969,70.28571
72.8423,65.7576
79.09612,55.191006
85.60376,71.8701
60.092373,72.04124
65.40717,61.122387
59.766495,51.92561
91.38309,92.27259
57.114475,60.042233
95.166504,92.5217
63.01124,60.81674
73.76484,50.40901
62.128807,58.982998
95.59729,79.04126
70.70048,59.29619
84.267494,60.699505
144.13644,75.30083
90.27612,71.27637
59.14067,53.0109
69.17178,59.6692
62.473766,53.61942
66.86374,64.99068
117.47445,49.747784
68.96798,58.660576
70.20375,58.374454
120.34306,56.196594
56.58518,59.249187
171.34563,119.50888
66.96367,64.254654
73.412445,51.994102
112.98175,106.8632
61.04926,69.66878
114.021286,98.88911
66.38826,58.488823
60.45118,50.174107
52.56565,50.321625
71.499405,67.84383
304.90033,109.81523
69.41439,59.04458
60.892025,58.919006
52.191578,51.584103
78.374146,73.73017
57.90107,52.169006
102.540344,67.35793
183.29799,79.945366
61.984238,62.116383
120.280945,124.7561
60.09953,57.554314
64.758804,67.22238
65.24203,63.992943
84.78144,70.144264
107.679115,76.63805
65.22671,50.55235
69.23684,53.145454
81.56346,54.57606
67.00967,58.800816
89.80788,90.645386
89.6098,52.20128
80.2903,59.317673
61.76027,60.138756
65.74751,57.43545
73.33088,62.11953
61.440155,58.6861
63.360508,58.333263
54.972485,52.135128
72.16472,61.10495
52.342113,51.934265
132.14609,102.39675
60.249428,63.31859
99.40071,71.65191
82.021675,43.9306
60.02404,57.613014
142.6442,102.25113
90.3455,83.01402
95.70578,49.88845
98.39037,88.81134
227.54384,93.669205
71.83637,54.47598
124.30353,111.22504
73.53369,60.028645
172.09201,98.52555
78.43603,74.11768
80.28103,55.11844
56.456745,52.70748
146.18773,77.604774
60.99874,51.569584
98.271095,46.812702
95.34128,83.209145
81.03969,58.099144
73.77004,58.195503
62.545677,59.984028
64.40879,59.573605
90.20084,72.31216
66.907364,58.694542
56.31024,48.68356
60.12185,53.812393
50.269703,54.094105
71.01282,53.357475
51.461784,50.405884
113.9752,61.932266
64.53948,55.48481
56.431835,54.233643
74.672356,70.72021
64.91203,63.11681
72.66543,53.17779
94.786934,50.52096
92.91498,50.66207
65.21577,70.67297
218.81256,61.26272
103.31109,77.79743
138.12276,57.890995
70.37615,56.745697
99.29134,58.757584
62.67045,54.556427
76.33789,49.360073
67.29921,55.06721
70.465416,64.49114
54.707016,58.634407
185.88274,159.84969
74.63868,76.73963
83.52786,52.157543
73.28209,70.8377
67.46981,67.86128
117.98473,97.737495
96.567245,93.15351
77.06893,56.677357
159.83159,88.393974
56.19952,58.659912
65.08057,65.66373
71.12613,59.53994
62.6449,54.21801
152.10638,67.14943
71.25156,61.038292
69.79742,60.945885
62.441025,64.887695
63.950714,60.76261
70.87099,61.288345
110.24819,84.061806
57.673584,60.140514
79.08775,53.663162
96.989334,81.86819
66.158455,63.255142
64.27905,65.9136
65.973526,60.673607
82.19571,60.635067
76.43748,58.06469
61.27575,56.93396
72.72598,66.6934
64.50136,61.633396
78.80198,60.098213
56.15852,57.60824
77.07482,65.63877
60.31802,51.561825
74.2371,47.995327
58.65657,64.259224
67.68315,53.012512
71.81874,60.147198
62.22883,48.172474
55.17412,53.82105
109.67349,66.89677
62.760506,59.578247
61.588142,63.43463
56.0275,52.497143
88.2291,84.815125
62.310356,54.94012
57.867058,56.47233
59.1843,54.457684
403.2282,122.397415
78.51194,57.34617
56.473972,51.725445
77.03396,56.090668
71.76337,61.396484
109.111565,69.78328
63.75977,51.50491
49.72303,51.089558
59.33806,53.617325
52.15328,51.822895
66.70876,56.738365
186.58789,129.2422
87.02887,79.25236
59.56616,60.310764
60.436592,58.97293
82.24541,49.080666
87.50024,72.4109
66.05124,59.074726
67.393776,60.039146
138.03294,123.68452
66.29175,52.29307
66.01648,51.224316
130.65198,57.19796
66.65813,60.982903
69.10699,54.7538
135.52493,102.20857
66.49641,56.663364
175.8779,99.68354
97.11619,81.72566
85.34761,79.82644
62.83191,62.523495
72.72195,67.164024
76.016464,68.68359
87.90402,83.25879
91.06296,52.216244
64.11224,62.383514
49.930847,52.518795
124.50338,61.00073
53.57534,50.031864
144.24214,58.258686
86.22206,73.03371
125.72783,101.69416
49.399364,51.79575
90.13142,68.052925
75.28769,65.773125
57.677414,59.75647
67.97475,56.11286
50.202095,48.221268
60.459408,54.62315
74.054924,59.274426
61.543217,52.86473
63.27243,65.58522
210.54675,79.89419
74.315285,66.19306
93.0905,71.46394
116.17777,88.07876
170.68059,130.56691
159.26035,162.82608
71.966835,52.586536
54.081432,49.115536
91.68771,71.35587
123.36293,106.45836
247.04932,76.31211
70.741554,64.844376
83.98722,93.39181
59.391754,63.149437
67.976135,61.62743
119.359406,106.013245
49.631626,48.50274
99.77957,93.728386
65.33753,53.51938
193.9861,72.47511
123.817345,59.68061
75.73102,54.348244
199.09557,160.73051
82.662636,59.809364
106.50426,79.28305
179.21642,72.19816
73.13393,75.524864
44.260616,54.4767
84.11391,67.12993
72.27565,57.2023
210.79094,45.056202
60.253643,42.68758
108.238716,59.138386
119.73088,91.956726
72.46792,52.382465
94.574455,56.290283
60.164536,52.77407
205.23308,116.26449
83.5524,69.59601
60.751415,52.273247
86.64795,61.957462
82.82607,50.671165
65.53678,51.88825
56.907635,58.003876
63.087063,69.79963
162.79,78.91307
84.26116,68.25469
66.97758,61.780052
64.08207,63.088123
112.439026,64.39585
68.02058,62.601025
66.84538,50.50437
72.35129,60.17272
41.694252,50.75275
83.74102,48.97713
66.90654,67.71674
58.125286,58.65927
75.17183,68.45524
73.64669,58.2883
66.34783,64.809166
67.25018,57.758583
84.62908,51.30213
61.035007,55.616585
53.65106,52.947075
152.92429,49.444508
68.99269,59.001877
70.57303,56.88464
68.88207,48.384815
74.20099,45.92367
69.00238,45.52779
77.16054,67.61606
53.776337,58.566315
180.4184,130.59077
75.84917,57.445377
86.81679,48.97006
105.867325,87.78993
113.61517,60.93089
60.395416,63.112198
51.71808,53.998234
122.82836,119.33815
104.58904,54.67688
67.17604,67.326096
121.207466,74.90134
110.48913,83.95412
57.48806,51.010605
145.31895,66.87337
84.09109,61.642315
114.42781,68.024956
85.00705,43.63863
97.13681,67.99146
178.56758,107.45858
68.876595,56.83477
93.33528,69.88979
169.20653,78.6498
70.384796,57.836876
67.94217,62.696175
75.526505,62.239674
174.8501,136.6385
58.928616,59.263634
60.95178,58.49057
75.68389,53.113716
61.666374,59.294445
102.61173,60.727203
140.91469,106.55044
57.485508,54.857353
136.32228,64.348854
82.360794,70.25066
101.335014,95.77063
191.14642,148.32037
89.56886,53.200375
73.55137,71.2157
71.594376,64.54367
64.651825,50.7348
69.85706,57.044834
68.31904,65.70192
94.71537,59.90659
90.991295,54.4987
71.48716,58.91937
88.31521,65.40335
108.19311,99.46406
65.860756,58.010136
77.7807,54.80387
58.15363,48.49802
84.84246,59.64681
149.44484,129.89111
96.75432,58.109234
57.80065,56.33249
62.52125,55.561417
60.204765,62.97669
51.854668,52.98544
136.28793,75.101616
54.131733,49.723957
75.38232,58.504288
64.79211,64.446594
73.1899,45.84955
54.176437,57.031723
156.77519,105.420815
60.725815,57.773926
52.293053,44.08114
79.17952,78.842636
72.24405,61.672443
63.043316,63.50728
71.46703,56.61291
90.71061,54.77344
221.92337,64.44289
170.95576,88.450645
97.869644,74.98685
143.49698,76.71784
145.30693,52.979458
117.14411,49.767284
64.61936,66.29567
77.00638,48.530624
372.6201,107.45916
121.47367,58.750633
55.32122,53.348312
58.41892,65.409584
73.37156,49.58352
72.50281,55.469284
54.90718,43.937695
110.829735,105.399475
150.48663,120.752205
68.93808,53.161213
59.20369,56.061394
49.676807,54.6365
170.61919,86.26133
54.07551,54.15947
175.96048,67.95178
64.57446,62.150784
93.60885,66.256386
66.40707,65.726974
81.15036,57.61149
62.080624,52.398518
64.20494,48.49807
45.549797,45.647743
63.942062,56.76295
70.13239,59.932896
68.318924,69.414055
73.633,63.164524
179.19864,49.33301
55.6101,58.56693
87.76258,91.359085
61.635983,58.783833
59.08167,56.136726
85.18963,72.81325
88.06916,57.94484
107.6772,88.83288
83.03687,64.8729
94.75239,57.983345
60.464474,58.59221
55.72766,59.709553
120.841255,79.55031
58.00761,55.310596
193.29584,73.46063
59.42167,60.98516
64.79114,56.60695
94.866394,62.98019
62.117966,59.920303
191.22984,170.75456
63.609417,61.89509
73.68629,69.49051
97.66481,52.586
121.9305,60.10014
161.51035,77.12459
63.054226,55.91033
158.43436,157.09839
115.85955,85.50405
56.99095,64.490654
63.58523,59.279636
68.407524,69.776405
62.041813,61.487328
67.09262,54.150246
74.19463,55.828117
77.18402,39.173977
69.133484,59.949562
217.58255,147.99142
61.52939,58.698837
78.48691,62.61238
138.20366,69.543015
90.073685,48.949528
65.28259,64.152596
65.225075,62.963417
214.15337,125.19918
140.5809,66.00897
63.77998,62.81705
55.545338,56.417763
139.61913,91.760895
54.26315,48.457138
95.90949,76.47653
80.45496,62.960957
61.05495,54.085033
106.3709,54.317604
65.83025,59.215057
264.81464,134.14091
78.16172,55.842007
415.88214,117.61981
57.956104,55.34036
58.826878,55.65832
77.98018,80.22677
58.231316,56.236507
49.176365,52.5087
63.913162,60.134655
83.733444,54.614628
96.31703,66.57306
61.18239,61.506615
89.2657,57.95821
63.04415,60.152145
105.20275,44.021683
114.32541,89.24888
63.294792,65.531784
99.08756,80.86372
67.451035,51.75461
65.17557,50.216885
114.815,60.63464
139.07639,127.05907
58.740826,62.941338
115.354126,45.21404
61.898457,58.255352
77.74357,51.300705
94.68518,62.372265
206.26062,107.29673
101.226814,92.991486
59.43748,53.47322
238.76839,151.03284
77.85699,56.637974
200.92151,86.092155
113.9185,79.19738
103.94503,55.12769
51.460182,54.411934
82.30019,56.80483
143.6952,115.57109
123.716484,127.44148
56.442616,53.248516
60.580082,56.96069
84.04252,68.36694
88.925766,62.890503
122.6041,58.224556
89.64948,64.1791
57.2535,59.15574
132.36101,75.77691
124.27763,60.4401
64.34749,60.662766
51.510105,51.20351
64.767075,56.84762
80.39278,57.610886
71.48658,69.14702
78.90283,67.37589
52.10894,55.786842
57.381332,53.903473
51.251347,56.702477
69.515366,60.43466
64.148155,55.647114
56.763943,59.143574
78.02174,60.033752
50.803783,55.168663
76.07945,65.43418
224.34497,75.78536
98.75093,98.19021
119.82648,97.98451
135.69513,58.026398
81.65132,55.14893
152.41339,64.47133
73.18036,62.748276
57.637875,44.229782
111.179405,94.85277
116.78848,55.8867
70.26715,68.40889
66.684845,56.7213
99.59333,62.808853
120.735596,76.77813
51.069214,54.686028
126.10971,59.887512
66.20554,52.00381
79.65982,46.885727
85.183464,68.11541
57.31474,59.026222
98.7911,51.822613
175.35352,135.62828
138.12007,57.69051
112.5532,78.48693
64.79282,67.69194
63.697056,54.33819
60.344707,56.650505
61.442764,50.217674
69.988754,55.63456
83.12721,70.46273
68.0538,54.66058
62.67486,57.135036
64.97864,55.91699
69.74772,58.74417
133.35226,87.196625
58.25925,50.707687
150.10262,110.851364
53.93127,47.03494
66.07734,56.817387
118.00915,112.78439
125.20748,93.87153
119.83192,140.85773
64.53182,63.0298
54.99668,51.389072
104.760345,76.572784
64.24034,62.50103
89.6516,81.197914
182.31021,104.96094
83.99769,69.643456
104.28082,73.89455
64.426834,63.97587
68.565056,52.589977
164.34077,151.4159
285.98724,122.539246
68.73701,52.087788
80.42651,72.57314
91.083336,93.43177
208.88896,102.94037
117.862595,80.4553
76.65561,71.37308
71.95902,55.234104
71.4676,61.47642
95.241196,70.43977
101.82675,65.46811
50.50819,43.408195
135.58855,126.80543
76.19828,54.97989
60.710686,59.066944
207.24791,90.053535
57.61413,57.783184
60.49391,65.21144
104.742645,59.229317
57.408577,60.074024
102.8888,90.412636
62.636616,69.53931
100.81432,64.560036
62.07004,58.7661
83.030624,50.91116
66.12772,49.36955
56.488594,53.005047
103.896095,88.22315
57.421753,58.762417
103.18757,82.5898
64.44401,53.060966
201.33307,128.58824
76.889786,68.73117
117.188324,71.5878
65.047516,56.07042
127.21689,103.549706
164.22783,120.91039
53.609882,52.368214
150.02869,59.390774
60.697445,59.946056
67.92807,54.17032
90.19967,64.26685
139.13913,76.78713
96.203964,61.857643
46.678802,51.766388
69.13984,64.894165
61.69509,57.565273
